filename,data_quality_flag,mean_sqi,n_rpeaks,n_rr_total,n_rr_bad,pct_rr_bad,is_inverted,mean_resp_rate,sd_resp_rate,HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_SDRMSSD,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_TP,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_DFA_alpha1,HRV_MFDFA_alpha1_Width,HRV_MFDFA_alpha1_Peak,HRV_MFDFA_alpha1_Mean,HRV_MFDFA_alpha1_Max,HRV_MFDFA_alpha1_Delta,HRV_MFDFA_alpha1_Asymmetry,HRV_MFDFA_alpha1_Fluctuation,HRV_MFDFA_alpha1_Increment,HRV_DFA_alpha2,HRV_MFDFA_alpha2_Width,HRV_MFDFA_alpha2_Peak,HRV_MFDFA_alpha2_Mean,HRV_MFDFA_alpha2_Max,HRV_MFDFA_alpha2_Delta,HRV_MFDFA_alpha2_Asymmetry,HRV_MFDFA_alpha2_Fluctuation,HRV_MFDFA_alpha2_Increment,HRV_ApEn,HRV_SampEn,HRV_ShanEn,HRV_FuzzyEn,HRV_MSEn,HRV_CMSEn,HRV_RCMSEn,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC
Fourmnts_raw,OK,0.8824,311,310,1,0.32,False,15.51941750712908,5.282529620797121,769.2806451612903,188.7976998504963,22.609142261021425,187.2967490796025,,,,,295.20956847702,295.68701348571466,0.24542109701838688,0.3837475573236673,758.5,151.9665,0.20035135135135135,224.75,0.6395378741431034,587.8,943.8000000000001,77.74193548387098,89.03225806451613,409.0,1676.0,22.142857142857142,312.5,,0.009365163590264326,0.015069684457496723,0.08196215720991094,0.03264694954582064,0.13904395480349263,0.18386149133315494,0.10838072377036696,0.5894694043027331,-2.5014976356807126,209.08229234454694,166.29183347017354,1.2573214690187922,109229.0225633968,0.7953415452138867,5.7453081573458515,529.0352151544726,0.7096774193548387,0.7124183006535948,0.9357798165137615,0.2571428571428571,50.19566337543693,50.57275991721225,49.79257824722439,45.751633986928105,0.44739287038537895,0.5526071296146209,139.85044191526927,155.4273904474327,0.6196884498286275,0.38031155017137275,130.9054182077643,102.55118411175106,0.5141515321455951,0.48584846785440505,135.45178961543067,131.67083781920158,0.40412158385669456,2.308602992437917,0.45683461322829166,1.5261341976825002,-1.013990766340596,-1.9494130015542908,-0.03681963163141641,0.009969659651303791,0.6561697960039439,0.5504361726624183,0.39135825997801377,0.7489708153012522,0.5532916853122454,1.3948042875241389,0.3912694125979237,-1.0,0.00026382040640722114,0.01737263288026972,0.9651830002527539,1.184986357625207,7.775935211642104,1.3578431859986728,0.7047238727073641,1.3096135882414317,1.838273082740997,1.4699945240258276,2.0525130500148987,3.9642149326248655,1.0945841955362703
